VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_NORMAL0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y
6881, 3669, -20.33282,  2.27983,  3.62109, 2, 2, 513, 0,  0.43115,  0.64697,  0.91992,  0.00748
6882, 3667, -20.4887,  4.29519,  3.62109, 2, 1022, 513, 0,  0.44312,  0.51123,  0.94043,  0.0059
6883, 3669, -20.33282,  2.27983,  3.62109, 2, 2, 513, 0,  0.43115,  0.64697,  0.91992,  0.00748
6884, 3670, -20.48775,  2.27983,  3.62109, 2, 2, 513, 0,  0.44312,  0.64697,  0.91992,  0.00591
6885, 3671, -20.33282,  4.29519,  3.62109, 503, 934, 0, 0,  0.43115,  0.51123,  0.74951,  0.22412
6886, 3672, -20.33282,  4.29519,  3.86768, 503, 934, 0, 0,  0.42041,  0.51123,  0.74951,  0.22156
6887, 3673, -20.33282,  2.27983,  3.86768, 511, 2, 0, 0,  0.42041,  0.64697,  0.77002,  0.22156
6888, 3671, -20.33282,  4.29519,  3.62109, 503, 934, 0, 0,  0.43115,  0.51123,  0.74951,  0.22412
6889, 3673, -20.33282,  2.27983,  3.86768, 511, 2, 0, 0,  0.42041,  0.64697,  0.77002,  0.22156
6890, 3674, -20.33282,  2.27983,  3.62109, 511, 2, 0, 0,  0.43115,  0.64697,  0.77002,  0.22412
6891, 3675, -19.28219,  2.27983,  3.86768, 2, 2, 511, 0,  0.40845,  0.66699,  0.96582,  0.09619
6892, 3676, -19.28219,  2.42084,  3.86768, 2, 2, 511, 0,  0.42041,  0.66699,  0.96582,  0.09766
6893, 3677, -20.33282,  2.41985,  3.86768, 2, 2, 511, 0,  0.42041,  0.59082,  0.95508,  0.09766
6894, 3675, -19.28219,  2.27983,  3.86768, 2, 2, 511, 0,  0.40845,  0.66699,  0.96582,  0.09619
6895, 3677, -20.33282,  2.41985,  3.86768, 2, 2, 511, 0,  0.42041,  0.59082,  0.95508,  0.09766
6896, 3678, -20.33282,  2.27983,  3.86768, 2, 2, 511, 0,  0.40845,  0.59082,  0.95508,  0.09619
6897, 3679, -20.33282,  2.27983,  3.62109, 2, 1022, 513, 0,  0.44312,  0.59082,  0.83447,  0.20959
6898, 3680, -20.33282,  2.41842,  3.62109, 2, 1022, 513, 0,  0.43115,  0.59082,  0.83447,  0.21094
6899, 3681, -19.28219,  2.41942,  3.62109, 2, 1022, 513, 0,  0.43115,  0.66699,  0.82373,  0.21094
6900, 3679, -20.33282,  2.27983,  3.62109, 2, 1022, 513, 0,  0.44312,  0.59082,  0.83447,  0.20959
6901, 3681, -19.28219,  2.41942,  3.62109, 2, 1022, 513, 0,  0.43115,  0.66699,  0.82373,  0.21094
6902, 3682, -19.28219,  2.27983,  3.62109, 2, 1022, 513, 0,  0.44312,  0.66699,  0.82373,  0.20959
6903, 3683, -20.33282,  2.41842,  3.62109, 1022, 511, 0, 0,  0.43115,  0.59082,  0.82373,  0.18567
6904, 3684, -20.33282,  2.41985,  3.86768, 1022, 511, 0, 0,  0.42041,  0.59082,  0.82373,  0.18311
6905, 3685, -19.28219,  2.42084,  3.86768, 1022, 511, 0, 0,  0.42041,  0.66699,  0.83447,  0.18311
6906, 3683, -20.33282,  2.41842,  3.62109, 1022, 511, 0, 0,  0.43115,  0.59082,  0.82373,  0.18567
6907, 3685, -19.28219,  2.42084,  3.86768, 1022, 511, 0, 0,  0.42041,  0.66699,  0.83447,  0.18311
6908, 3686, -19.28219,  2.41942,  3.62109, 1022, 511, 0, 0,  0.43115,  0.66699,  0.83447,  0.18567
6909, 3687, -23.38588,  3.92924,  5.38421, 1022, 1022, 511, 0,  0.59912,  0.56738,  0.80469,  0.09119
6910, 3688, -23.31347,  4.11907,  5.38421, 1022, 2, 511, 0,  0.57666,  0.56738,  0.80273,  0.09198
6911, 3689, -23.42596,  4.18236,  5.38421, 1022, 2, 511, 0,  0.57666,  0.57861,  0.80176,  0.09082
6912, 3687, -23.38588,  3.92924,  5.38421, 1022, 1022, 511, 0,  0.59912,  0.56738,  0.80469,  0.09119
6913, 3689, -23.42596,  4.18236,  5.38421, 1022, 2, 511, 0,  0.57666,  0.57861,  0.80176,  0.09082
6914, 3690, -23.54147,  3.9292,  5.38421, 1022, 1022, 511, 0,  0.59912,  0.57861,  0.80469,  0.08966
6915, 3688, -23.31347,  4.11907,  5.38421, 1022, 2, 511, 0,  0.57666,  0.56738,  0.80273,  0.09198
6916, 3691, -23.23622,  4.37222,  5.38421, 1022, 2, 511, 0,  0.5542,  0.57861,  0.80029,  0.09271
6917, 3689, -23.42596,  4.18236,  5.38421, 1022, 2, 511, 0,  0.57666,  0.57861,  0.80176,  0.09082
6918, 3688, -23.31347,  4.11907,  5.38421, 1022, 2, 511, 0,  0.57666,  0.56738,  0.80273,  0.09198
6919, 3692, -23.16584,  4.27379,  5.38421, 1022, 2, 511, 0,  0.5542,  0.56738,  0.80127,  0.09344
6920, 3691, -23.23622,  4.37222,  5.38421, 1022, 2, 511, 0,  0.5542,  0.57861,  0.80029,  0.09271
6921, 3693, -22.97601,  4.34408,  5.38421, 1022, 2, 511, 0,  0.53125,  0.56738,  0.80029,  0.0954
6922, 3691, -23.23622,  4.37222,  5.38421, 1022, 2, 511, 0,  0.5542,  0.57861,  0.80029,  0.09271
6923, 3692, -23.16584,  4.27379,  5.38421, 1022, 2, 511, 0,  0.5542,  0.56738,  0.80127,  0.09344
6924, 3693, -22.97601,  4.34408,  5.38421, 1022, 2, 511, 0,  0.53125,  0.56738,  0.80029,  0.0954
6925, 3694, -22.99715,  4.47771,  5.38421, 1022, 2, 511, 0,  0.53125,  0.57861,  0.79883,  0.09515
6926, 3691, -23.23622,  4.37222,  5.38421, 1022, 2, 511, 0,  0.5542,  0.57861,  0.80029,  0.09271
6927, 3695, -22.73695,  4.34408,  5.38421, 2, 2, 511, 0,  0.50781,  0.56738,  0.80029,  0.09784
6928, 3694, -22.99715,  4.47771,  5.38421, 1022, 2, 511, 0,  0.53125,  0.57861,  0.79883,  0.09515
6929, 3693, -22.97601,  4.34408,  5.38421, 1022, 2, 511, 0,  0.53125,  0.56738,  0.80029,  0.0954
6930, 3695, -22.73695,  4.34408,  5.38421, 2, 2, 511, 0,  0.50781,  0.56738,  0.80029,  0.09784
6931, 3696, -22.71589,  4.47771,  5.38421, 2, 2, 511, 0,  0.50781,  0.57861,  0.79883,  0.09802
6932, 3694, -22.99715,  4.47771,  5.38421, 1022, 2, 511, 0,  0.53125,  0.57861,  0.79883,  0.09515
6933, 3695, -22.73695,  4.34408,  5.38421, 2, 2, 511, 0,  0.50781,  0.56738,  0.80029,  0.09784
6934, 3697, -22.47679,  4.37222,  5.38421, 2, 2, 511, 0,  0.48511,  0.57861,  0.80029,  0.10046
6935, 3696, -22.71589,  4.47771,  5.38421, 2, 2, 511, 0,  0.50781,  0.57861,  0.79883,  0.09802
6936, 3695, -22.73695,  4.34408,  5.38421, 2, 2, 511, 0,  0.50781,  0.56738,  0.80029,  0.09784
6937, 3698, -22.54708,  4.27379,  5.38421, 2, 2, 511, 0,  0.48511,  0.56738,  0.80127,  0.09973
6938, 3697, -22.47679,  4.37222,  5.38421, 2, 2, 511, 0,  0.48511,  0.57861,  0.80029,  0.10046
6939, 3699, -22.39936,  4.11907,  5.38421, 2, 2, 511, 0,  0.46436,  0.56738,  0.80273,  0.10126
6940, 3697, -22.47679,  4.37222,  5.38421, 2, 2, 511, 0,  0.48511,  0.57861,  0.80029,  0.10046
6941, 3698, -22.54708,  4.27379,  5.38421, 2, 2, 511, 0,  0.48511,  0.56738,  0.80127,  0.09973
6942, 3699, -22.39936,  4.11907,  5.38421, 2, 2, 511, 0,  0.46436,  0.56738,  0.80273,  0.10126
6943, 3700, -22.28688,  4.18236,  5.38421, 2, 2, 511, 0,  0.46436,  0.57861,  0.80176,  0.10236
6944, 3697, -22.47679,  4.37222,  5.38421, 2, 2, 511, 0,  0.48511,  0.57861,  0.80029,  0.10046
6945, 3701, -22.33741,  3.92924,  5.38421, 2, 2, 511, 0,  0.44312,  0.56738,  0.80469,  0.10187
6946, 3700, -22.28688,  4.18236,  5.38421, 2, 2, 511, 0,  0.46436,  0.57861,  0.80176,  0.10236
6947, 3699, -22.39936,  4.11907,  5.38421, 2, 2, 511, 0,  0.46436,  0.56738,  0.80273,  0.10126
6948, 3701, -22.33741,  3.92924,  5.38421, 2, 2, 511, 0,  0.44312,  0.56738,  0.80469,  0.10187
6949, 3702, -22.18126,  3.92924,  5.38421, 2, 2, 511, 0,  0.44312,  0.57861,  0.80469,  0.10345
6950, 3700, -22.28688,  4.18236,  5.38421, 2, 2, 511, 0,  0.46436,  0.57861,  0.80176,  0.10236
6951, 3703, -23.31909,  4.11907,  5.14609, 431, 753, 976, 0,  0.57666,  0.57861,  0.87793,  0.03821
6952, 3704, -23.31347,  4.11907,  5.38421, 431, 749, 1013, 0,  0.57666,  0.60107,  0.87793,  0.03577
6953, 3705, -23.38588,  3.92924,  5.38421, 502, 930, 0, 0,  0.59912,  0.60107,  0.87988,  0.0358
6954, 3703, -23.31909,  4.11907,  5.14609, 431, 753, 976, 0,  0.57666,  0.57861,  0.87793,  0.03821
6955, 3705, -23.38588,  3.92924,  5.38421, 502, 930, 0, 0,  0.59912,  0.60107,  0.87988,  0.0358
6956, 3706, -23.39055,  3.92924,  5.14704, 503, 934, 0, 0,  0.59912,  0.57861,  0.87988,  0.03821
6957, 3707, -23.1715,  4.27379,  5.14609, 282, 598, 0, 0,  0.5542,  0.57861,  0.87598,  0.03818
6958, 3704, -23.31347,  4.11907,  5.38421, 431, 749, 1013, 0,  0.57666,  0.60107,  0.87793,  0.03577
6959, 3703, -23.31909,  4.11907,  5.14609, 431, 753, 976, 0,  0.57666,  0.57861,  0.87793,  0.03821
6960, 3707, -23.1715,  4.27379,  5.14609, 282, 598, 0, 0,  0.5542,  0.57861,  0.87598,  0.03818
6961, 3708, -23.16584,  4.27379,  5.38421, 279, 597, 987, 0,  0.5542,  0.60107,  0.87598,  0.03577
6962, 3704, -23.31347,  4.11907,  5.38421, 431, 749, 1013, 0,  0.57666,  0.60107,  0.87793,  0.03577
6963, 3709, -22.98168,  4.34408,  5.14609, 90, 521, 0, 0,  0.53125,  0.57861,  0.97314,  0.08923
6964, 3710, -22.97601,  4.34408,  5.38421, 90, 521, 0, 0,  0.53125,  0.60107,  0.97314,  0.08679
6965, 3711, -23.16584,  4.27379,  5.38421, 279, 597, 987, 0,  0.5542,  0.60107,  0.9751,  0.08679
6966, 3709, -22.98168,  4.34408,  5.14609, 90, 521, 0, 0,  0.53125,  0.57861,  0.97314,  0.08923
6967, 3711, -23.16584,  4.27379,  5.38421, 279, 597, 987, 0,  0.5542,  0.60107,  0.9751,  0.08679
6968, 3712, -23.1715,  4.27379,  5.14609, 282, 598, 0, 0,  0.5542,  0.57861,  0.9751,  0.08923
6969, 3713, -22.74261,  4.34408,  5.14609, 934, 521, 0, 0,  0.50781,  0.57861,  0.9707,  0.08923
6970, 3710, -22.97601,  4.34408,  5.38421, 90, 521, 0, 0,  0.53125,  0.60107,  0.97314,  0.08679
6971, 3709, -22.98168,  4.34408,  5.14609, 90, 521, 0, 0,  0.53125,  0.57861,  0.97314,  0.08923
6972, 3713, -22.74261,  4.34408,  5.14609, 934, 521, 0, 0,  0.50781,  0.57861,  0.9707,  0.08923
6973, 3714, -22.73695,  4.34408,  5.38421, 934, 521, 0, 0,  0.50781,  0.60107,  0.9707,  0.08679
6974, 3710, -22.97601,  4.34408,  5.38421, 90, 521, 0, 0,  0.53125,  0.60107,  0.97314,  0.08679
6975, 3715, -22.5527,  4.27379,  5.14609, 745, 597, 37, 0,  0.48511,  0.57861,  0.96875,  0.08923
6976, 3714, -22.73695,  4.34408,  5.38421, 934, 521, 0, 0,  0.50781,  0.60107,  0.9707,  0.08679
6977, 3713, -22.74261,  4.34408,  5.14609, 934, 521, 0, 0,  0.50781,  0.57861,  0.9707,  0.08923
6978, 3715, -22.5527,  4.27379,  5.14609, 745, 597, 37, 0,  0.48511,  0.57861,  0.96875,  0.08923
6979, 3716, -22.54708,  4.27379,  5.38421, 742, 598, 0, 0,  0.48511,  0.60107,  0.96875,  0.08679
6980, 3714, -22.73695,  4.34408,  5.38421, 934, 521, 0, 0,  0.50781,  0.60107,  0.9707,  0.08679
6981, 3717, -22.40498,  4.11907,  5.14609, 589, 757, 32, 0,  0.46436,  0.57861,  0.79248,  0.22668
6982, 3718, -22.39936,  4.11907,  5.38421, 585, 762, 0, 0,  0.46436,  0.60107,  0.79248,  0.22424
6983, 3719, -22.54708,  4.27379,  5.38421, 742, 598, 0, 0,  0.48511,  0.60107,  0.79443,  0.22424
6984, 3717, -22.40498,  4.11907,  5.14609, 589, 757, 32, 0,  0.46436,  0.57861,  0.79248,  0.22668
6985, 3719, -22.54708,  4.27379,  5.38421, 742, 598, 0, 0,  0.48511,  0.60107,  0.79443,  0.22424
6986, 3720, -22.5527,  4.27379,  5.14609, 745, 597, 37, 0,  0.48511,  0.57861,  0.79443,  0.22668
6987, 3721, -22.33741,  3.92924,  5.14609, 521, 942, 37, 0,  0.44312,  0.57861,  0.79053,  0.22668
6988, 3718, -22.39936,  4.11907,  5.38421, 585, 762, 0, 0,  0.46436,  0.60107,  0.79248,  0.22424
6989, 3717, -22.40498,  4.11907,  5.14609, 589, 757, 32, 0,  0.46436,  0.57861,  0.79248,  0.22668
6990, 3721, -22.33741,  3.92924,  5.14609, 521, 942, 37, 0,  0.44312,  0.57861,  0.79053,  0.22668
6991, 3722, -22.33741,  3.92924,  5.38421, 521, 942, 37, 0,  0.44312,  0.60107,  0.79053,  0.22424
6992, 3718, -22.39936,  4.11907,  5.38421, 585, 762, 0, 0,  0.46436,  0.60107,  0.79248,  0.22424
6993, 3723, -23.43162,  4.18236,  5.14609, 2, 1022, 513, 0,  0.57666,  0.56738,  0.79297,  0.12445
6994, 3724, -23.31909,  4.11907,  5.14609, 2, 1022, 513, 0,  0.57666,  0.57861,  0.79248,  0.12561
6995, 3725, -23.39055,  3.92924,  5.14704, 2, 1022, 513, 0,  0.59912,  0.57861,  0.79053,  0.12488
6996, 3723, -23.43162,  4.18236,  5.14609, 2, 1022, 513, 0,  0.57666,  0.56738,  0.79297,  0.12445
6997, 3725, -23.39055,  3.92924,  5.14704, 2, 1022, 513, 0,  0.59912,  0.57861,  0.79053,  0.12488
6998, 3726, -23.54531,  3.9292,  5.14514, 2, 1022, 513, 0,  0.59912,  0.56738,  0.79053,  0.12329
6999, 3727, -23.24184,  4.37222,  5.14609, 2, 1022, 513, 0,  0.5542,  0.56738,  0.79492,  0.12634
7000, 3724, -23.31909,  4.11907,  5.14609, 2, 1022, 513, 0,  0.57666,  0.57861,  0.79248,  0.12561
7001, 3723, -23.43162,  4.18236,  5.14609, 2, 1022, 513, 0,  0.57666,  0.56738,  0.79297,  0.12445
7002, 3727, -23.24184,  4.37222,  5.14609, 2, 1022, 513, 0,  0.5542,  0.56738,  0.79492,  0.12634
7003, 3728, -23.1715,  4.27379,  5.14609, 2, 1022, 513, 0,  0.5542,  0.57861,  0.79395,  0.12708
7004, 3724, -23.31909,  4.11907,  5.14609, 2, 1022, 513, 0,  0.57666,  0.57861,  0.79248,  0.12561
7005, 3727, -23.24184,  4.37222,  5.14609, 2, 1022, 513, 0,  0.5542,  0.56738,  0.79492,  0.12634
7006, 3729, -22.98168,  4.34408,  5.14609, 2, 1022, 513, 0,  0.53125,  0.57861,  0.79443,  0.12903
7007, 3728, -23.1715,  4.27379,  5.14609, 2, 1022, 513, 0,  0.5542,  0.57861,  0.79395,  0.12708
7008, 3727, -23.24184,  4.37222,  5.14609, 2, 1022, 513, 0,  0.5542,  0.56738,  0.79492,  0.12634
7009, 3730, -23.00282,  4.47771,  5.14609, 2, 1022, 513, 0,  0.53125,  0.56738,  0.7959,  0.12878
7010, 3729, -22.98168,  4.34408,  5.14609, 2, 1022, 513, 0,  0.53125,  0.57861,  0.79443,  0.12903
7011, 3730, -23.00282,  4.47771,  5.14609, 2, 1022, 513, 0,  0.53125,  0.56738,  0.7959,  0.12878
7012, 3731, -22.74261,  4.34408,  5.14609, 2, 1022, 513, 0,  0.50781,  0.57861,  0.79443,  0.13147
7013, 3729, -22.98168,  4.34408,  5.14609, 2, 1022, 513, 0,  0.53125,  0.57861,  0.79443,  0.12903
7014, 3730, -23.00282,  4.47771,  5.14609, 2, 1022, 513, 0,  0.53125,  0.56738,  0.7959,  0.12878
7015, 3732, -22.72156,  4.47771,  5.14609, 2, 1022, 513, 0,  0.50781,  0.56738,  0.7959,  0.13159
7016, 3731, -22.74261,  4.34408,  5.14609, 2, 1022, 513, 0,  0.50781,  0.57861,  0.79443,  0.13147
7017, 3733, -22.48245,  4.37222,  5.14609, 2, 1022, 513, 0,  0.48511,  0.56738,  0.79492,  0.13403
7018, 3731, -22.74261,  4.34408,  5.14609, 2, 1022, 513, 0,  0.50781,  0.57861,  0.79443,  0.13147
7019, 3732, -22.72156,  4.47771,  5.14609, 2, 1022, 513, 0,  0.50781,  0.56738,  0.7959,  0.13159
7020, 3733, -22.48245,  4.37222,  5.14609, 2, 1022, 513, 0,  0.48511,  0.56738,  0.79492,  0.13403
7021, 3734, -22.5527,  4.27379,  5.14609, 2, 1022, 513, 0,  0.48511,  0.57861,  0.79395,  0.1333
7022, 3731, -22.74261,  4.34408,  5.14609, 2, 1022, 513, 0,  0.50781,  0.57861,  0.79443,  0.13147
7023, 3733, -22.48245,  4.37222,  5.14609, 2, 1022, 513, 0,  0.48511,  0.56738,  0.79492,  0.13403
7024, 3735, -22.40498,  4.11907,  5.14609, 2, 1022, 513, 0,  0.46436,  0.57861,  0.79248,  0.13489
7025, 3734, -22.5527,  4.27379,  5.14609, 2, 1022, 513, 0,  0.48511,  0.57861,  0.79395,  0.1333
7026, 3733, -22.48245,  4.37222,  5.14609, 2, 1022, 513, 0,  0.48511,  0.56738,  0.79492,  0.13403
7027, 3736, -22.2925,  4.18236,  5.14609, 2, 1022, 513, 0,  0.46436,  0.56738,  0.79297,  0.13599
7028, 3735, -22.40498,  4.11907,  5.14609, 2, 1022, 513, 0,  0.46436,  0.57861,  0.79248,  0.13489
7029, 3736, -22.2925,  4.18236,  5.14609, 2, 1022, 513, 0,  0.46436,  0.56738,  0.79297,  0.13599
7030, 3737, -22.33741,  3.92924,  5.14609, 2, 1022, 513, 0,  0.44312,  0.57861,  0.79053,  0.1355
7031, 3735, -22.40498,  4.11907,  5.14609, 2, 1022, 513, 0,  0.46436,  0.57861,  0.79248,  0.13489
7032, 3736, -22.2925,  4.18236,  5.14609, 2, 1022, 513, 0,  0.46436,  0.56738,  0.79297,  0.13599
7033, 3738, -22.18516,  3.92924,  5.14609, 2, 1022, 513, 0,  0.44312,  0.56738,  0.79053,  0.13708
7034, 3737, -22.33741,  3.92924,  5.14609, 2, 1022, 513, 0,  0.44312,  0.57861,  0.79053,  0.1355
7035, 3739, -22.33741,  2.33041,  5.38421, 2, 1022, 511, 0,  0.40845,  0.61768,  0.8208,  0.10187
7036, 3740, -22.18031,  2.33041,  5.38421, 2, 1022, 511, 0,  0.42041,  0.61768,  0.8208,  0.10345
7037, 3741, -22.18126,  3.92924,  5.38421, 2, 2, 511, 0,  0.42041,  0.51123,  0.80469,  0.10345
7038, 3739, -22.33741,  2.33041,  5.38421, 2, 1022, 511, 0,  0.40845,  0.61768,  0.8208,  0.10187
7039, 3741, -22.18126,  3.92924,  5.38421, 2, 2, 511, 0,  0.42041,  0.51123,  0.80469,  0.10345
7040, 3742, -22.33741,  3.92924,  5.38421, 2, 2, 511, 0,  0.40845,  0.51123,  0.80469,  0.10187
7041, 3743, -22.33741,  3.92924,  5.14609, 2, 1022, 513, 0,  0.44312,  0.51123,  0.79053,  0.1355
7042, 3744, -22.18516,  3.92924,  5.14609, 2, 1022, 513, 0,  0.43115,  0.51123,  0.79053,  0.13708
7043, 3745, -22.18416,  2.33041,  5.14609, 2, 1022, 513, 0,  0.43115,  0.61768,  0.77441,  0.13708
7044, 3743, -22.33741,  3.92924,  5.14609, 2, 1022, 513, 0,  0.44312,  0.51123,  0.79053,  0.1355
7045, 3745, -22.18416,  2.33041,  5.14609, 2, 1022, 513, 0,  0.43115,  0.61768,  0.77441,  0.13708
7046, 3746, -22.33741,  2.33041,  5.14609, 2, 1022, 513, 0,  0.44312,  0.61768,  0.77441,  0.1355
7047, 3747, -22.33741,  3.92924,  5.14609, 521, 942, 37, 0,  0.44312,  0.51123,  0.79053,  0.22668
7048, 3748, -22.33741,  2.33041,  5.14609, 513, 2, 0, 0,  0.44312,  0.61768,  0.77441,  0.22668
7049, 3749, -22.33741,  2.33041,  5.38421, 513, 2, 0, 0,  0.45459,  0.61768,  0.77441,  0.22424
7050, 3747, -22.33741,  3.92924,  5.14609, 521, 942, 37, 0,  0.44312,  0.51123,  0.79053,  0.22668
7051, 3749, -22.33741,  2.33041,  5.38421, 513, 2, 0, 0,  0.45459,  0.61768,  0.77441,  0.22424
7052, 3750, -22.33741,  3.92924,  5.38421, 521, 942, 37, 0,  0.45459,  0.51123,  0.79053,  0.22424
7053, 3751, -23.54047,  2.33041,  5.38421, 2, 2, 511, 0,  0.40845,  0.61768,  0.8208,  0.08966
7054, 3752, -23.38822,  2.33041,  5.38421, 2, 2, 511, 0,  0.42041,  0.61768,  0.8208,  0.09119
7055, 3753, -23.38588,  3.92924,  5.38421, 1022, 1022, 511, 0,  0.42041,  0.51123,  0.80469,  0.09119
7056, 3751, -23.54047,  2.33041,  5.38421, 2, 2, 511, 0,  0.40845,  0.61768,  0.8208,  0.08966
7057, 3753, -23.38588,  3.92924,  5.38421, 1022, 1022, 511, 0,  0.42041,  0.51123,  0.80469,  0.09119
7058, 3754, -23.54147,  3.9292,  5.38421, 1022, 1022, 511, 0,  0.40845,  0.51123,  0.80469,  0.08966
7059, 3755, -23.54531,  3.9292,  5.14514, 2, 1022, 513, 0,  0.44312,  0.51123,  0.79053,  0.12329
7060, 3756, -23.39055,  3.92924,  5.14704, 2, 1022, 513, 0,  0.43115,  0.51123,  0.79053,  0.12488
7061, 3757, -23.38822,  2.33041,  5.14609, 2, 2, 513, 0,  0.43115,  0.61768,  0.77441,  0.12488
7062, 3755, -23.54531,  3.9292,  5.14514, 2, 1022, 513, 0,  0.44312,  0.51123,  0.79053,  0.12329
7063, 3757, -23.38822,  2.33041,  5.14609, 2, 2, 513, 0,  0.43115,  0.61768,  0.77441,  0.12488
7064, 3758, -23.54432,  2.33041,  5.14609, 2, 2, 513, 0,  0.44312,  0.61768,  0.77441,  0.12329
7065, 3759, -23.39055,  3.92924,  5.14704, 503, 934, 0, 0,  0.43115,  0.51123,  0.87988,  0.03821
7066, 3760, -23.38588,  3.92924,  5.38421, 502, 930, 0, 0,  0.42041,  0.51123,  0.87988,  0.0358
7067, 3761, -23.38822,  2.33041,  5.38421, 511, 2, 0, 0,  0.42041,  0.61768,  0.89648,  0.03577
7068, 3759, -23.39055,  3.92924,  5.14704, 503, 934, 0, 0,  0.43115,  0.51123,  0.87988,  0.03821
7069, 3761, -23.38822,  2.33041,  5.38421, 511, 2, 0, 0,  0.42041,  0.61768,  0.89648,  0.03577
7070, 3762, -23.38822,  2.33041,  5.14609, 511, 2, 0, 0,  0.43115,  0.61768,  0.89648,  0.03818
7071, 3763, -22.33741,  2.33049,  5.38421, 2, 2, 511, 0,  0.40845,  0.66699,  0.83447,  0.11487
7072, 3764, -22.33741,  2.49879,  5.38421, 2, 2, 511, 0,  0.42041,  0.66699,  0.83447,  0.11664
7073, 3765, -23.38822,  2.49779,  5.38421, 2, 2, 511, 0,  0.42041,  0.59082,  0.82373,  0.11658
7074, 3763, -22.33741,  2.33049,  5.38421, 2, 2, 511, 0,  0.40845,  0.66699,  0.83447,  0.11487
7075, 3765, -23.38822,  2.49779,  5.38421, 2, 2, 511, 0,  0.42041,  0.59082,  0.82373,  0.11658
7076, 3766, -23.38822,  2.33036,  5.38421, 2, 2, 511, 0,  0.40845,  0.59082,  0.82373,  0.11487
7077, 3767, -23.38822,  2.33036,  5.14609, 2, 1022, 513, 0,  0.44312,  0.59082,  0.83447,  0.13367
7078, 3768, -23.38822,  2.49637,  5.14609, 2, 1022, 513, 0,  0.43115,  0.59082,  0.83447,  0.13538
7079, 3769, -22.33741,  2.49732,  5.14609, 2, 1022, 513, 0,  0.43115,  0.66699,  0.82373,  0.13538
7080, 3767, -23.38822,  2.33036,  5.14609, 2, 1022, 513, 0,  0.44312,  0.59082,  0.83447,  0.13367
7081, 3769, -22.33741,  2.49732,  5.14609, 2, 1022, 513, 0,  0.43115,  0.66699,  0.82373,  0.13538
7082, 3770, -22.33741,  2.33045,  5.14609, 2, 1022, 513, 0,  0.44312,  0.66699,  0.82373,  0.13367
7083, 3771, -23.38822,  2.49637,  5.14609, 1022, 511, 0, 0,  0.43115,  0.59082,  0.87305,  0.0946
7084, 3772, -23.38822,  2.49779,  5.38421, 1022, 511, 0, 0,  0.42041,  0.59082,  0.87305,  0.09222
7085, 3773, -22.33741,  2.49879,  5.38421, 1022, 511, 0, 0,  0.42041,  0.66699,  0.88379,  0.09222
7086, 3771, -23.38822,  2.49637,  5.14609, 1022, 511, 0, 0,  0.43115,  0.59082,  0.87305,  0.0946
7087, 3773, -22.33741,  2.49879,  5.38421, 1022, 511, 0, 0,  0.42041,  0.66699,  0.88379,  0.09222
7088, 3774, -22.33741,  2.49732,  5.14609, 1022, 511, 0, 0,  0.43115,  0.66699,  0.88379,  0.0946
7089, 3775, -17.68884,  4.29519,  3.86768, 2, 2, 511, 0,  0.59912,  0.56738,  0.75049,  0.05997
7090, 3776, -17.61583,  4.48506,  3.86768, 2, 1022, 511, 0,  0.57666,  0.56738,  0.74902,  0.0607
7091, 3777, -17.72835,  4.54835,  3.86768, 2, 1022, 511, 0,  0.57666,  0.57861,  0.74805,  0.05957
7092, 3775, -17.68884,  4.29519,  3.86768, 2, 2, 511, 0,  0.59912,  0.56738,  0.75049,  0.05997
7093, 3777, -17.72835,  4.54835,  3.86768, 2, 1022, 511, 0,  0.57666,  0.57861,  0.74805,  0.05957
7094, 3778, -17.8433,  4.29519,  3.86768, 2, 2, 511, 0,  0.59912,  0.57861,  0.75049,  0.05841
7095, 3776, -17.61583,  4.48506,  3.86768, 2, 1022, 511, 0,  0.57666,  0.56738,  0.74902,  0.0607
7096, 3779, -17.53862,  4.73817,  3.86768, 2, 1022, 511, 0,  0.5542,  0.57861,  0.74609,  0.06149
7097, 3777, -17.72835,  4.54835,  3.86768, 2, 1022, 511, 0,  0.57666,  0.57861,  0.74805,  0.05957
7098, 3776, -17.61583,  4.48506,  3.86768, 2, 1022, 511, 0,  0.57666,  0.56738,  0.74902,  0.0607
7099, 3780, -17.46824,  4.63973,  3.86768, 2, 1022, 511, 0,  0.5542,  0.56738,  0.74707,  0.06219
7100, 3779, -17.53862,  4.73817,  3.86768, 2, 1022, 511, 0,  0.5542,  0.57861,  0.74609,  0.06149
7101, 3781, -17.27846,  4.71007,  3.86768, 2, 1022, 511, 0,  0.53125,  0.56738,  0.74658,  0.06415
7102, 3779, -17.53862,  4.73817,  3.86768, 2, 1022, 511, 0,  0.5542,  0.57861,  0.74609,  0.06149
7103, 3780, -17.46824,  4.63973,  3.86768, 2, 1022, 511, 0,  0.5542,  0.56738,  0.74707,  0.06219
7104, 3781, -17.27846,  4.71007,  3.86768, 2, 1022, 511, 0,  0.53125,  0.56738,  0.74658,  0.06415
7105, 3782, -17.29959,  4.84365,  3.86768, 2, 1022, 511, 0,  0.53125,  0.57861,  0.74512,  0.0639
